,Age,Gender,Occupation,Income,Fitness Club Member,Frequency of Visits,Duration of Visits,Class Type,Class Day,Class Time,Class Duration,Attitude towards Fitness,Motivation Levels,Past Attendance History,Weather,Location,Time of Day,label
788,54,Male,Doctor,26657.995195596377,True,5,1.1986449640625658,Pool,Tuesday,3 PM,1.003762249737786,Mixed,Low,Rarely Attends,Rainy,Other,11 AM,1
789,58,Male,Doctor,95865.59939615804,True,2,0.24816068816590642,Pool,Sunday,8 AM,1.2704800403153549,Positive,Low,Rarely Attends,Sunny,Downtown,7 AM,1
790,32,Female,Engineer,69062.67211430582,True,1,1.2503337882644279,Group Fitness,Wednesday,8 PM,1.46377776775533,Mixed,High,Rarely Attends,Rainy,Other,2 PM,1
791,41,Male,Doctor,58203.600370193395,True,2,1.082166416836859,Group Fitness,Wednesday,1 PM,1.1481185937043994,Mixed,Low,Regularly Attends,Snowy,Rural,1 PM,1
792,36,Male,Engineer,53663.87569158313,False,1,1.4518974994950045,Spinning,Monday,10 AM,0.7705814493297786,Positive,High,Never Attends,Snowy,Beach,9 AM,0
793,33,Female,Doctor,22783.97345514585,False,2,1.4580870698386155,Group Fitness,Friday,6 PM,1.3784161431515565,Positive,Medium,Sometimes Attends,Snowy,Beach,7 AM,0
794,24,Male,Other,26660.237109399408,False,2,1.9411299445234929,Pool,Thursday,7 AM,1.0625738973335401,Mixed,High,Sometimes Attends,Rainy,Other,5 PM,0
795,25,Female,Engineer,53982.79760183248,True,5,0.3724490515611407,Strength Training,Wednesday,2 PM,0.93401959645629,Positive,Low,Rarely Attends,Sunny,Rural,8 PM,1
796,56,Female,Student,54749.68319094774,False,2,0.9920206873668671,Group Fitness,Thursday,10 AM,0.535239009940141,Positive,High,Regularly Attends,Cloudy,Downtown,8 PM,0
797,41,Female,Teacher,61534.348772107,True,3,1.981228972050449,Pool,Friday,12 PM,0.7321968639628018,Negative,Low,Sometimes Attends,Overcast,Downtown,7 PM,1
798,31,Male,Teacher,65274.399082721546,True,3,1.9202859462230446,Pool,Saturday,6 PM,0.9177916733441425,Positive,Medium,Never Attends,Sunny,Downtown,11 AM,1
799,43,Male,Engineer,89421.0709917508,True,1,1.1483865718741513,Yoga,Tuesday,6 PM,0.9761170568299038,Positive,Medium,Rarely Attends,Rainy,Resort,6 PM,1
800,63,Female,Doctor,98477.72391255136,True,3,0.7132693375844379,Cardio,Sunday,6 AM,1.3877183392228831,Neutral,High,Rarely Attends,Overcast,Beach,10 AM,1
801,26,Female,Teacher,68892.3602408235,False,1,0.7698099687835476,Yoga,Wednesday,6 AM,1.1048045314176942,Negative,Low,Rarely Attends,Rainy,Suburban,7 PM,0
802,41,Female,Engineer,99211.25054908312,False,5,0.7619092738366873,Spinning,Tuesday,9 AM,0.6684665737096388,Mixed,High,Rarely Attends,Snowy,Other,7 PM,0
803,52,Male,Other,84154.41793031874,False,4,0.01042961586766089,Strength Training,Thursday,12 PM,0.7049902677361362,Neutral,Low,Never Attends,Rainy,Other,4 PM,0
804,48,Female,Student,79653.53207550346,False,1,0.3126842882879606,Strength Training,Monday,11 AM,1.0628248331003842,Neutral,High,Never Attends,Cloudy,Resort,2 PM,0
805,32,Female,Teacher,31029.447892062257,True,1,0.9136673171951646,Pool,Monday,3 PM,1.0397876155705787,Neutral,Medium,Rarely Attends,Sunny,Beach,1 PM,1
806,57,Female,Other,89927.16668351858,False,2,1.0246232995677977,Pool,Friday,6 PM,0.877828279118984,Neutral,Low,Rarely Attends,Snowy,Downtown,4 PM,0
807,68,Female,Engineer,46026.75320655724,True,1,0.1537855197906448,Spinning,Saturday,7 PM,0.711887439918476,Negative,Low,Regularly Attends,Overcast,Suburban,4 PM,1
808,26,Female,Engineer,38346.676810284844,True,3,0.6530490874231438,Cardio,Saturday,8 PM,1.0771444598614899,Neutral,High,Rarely Attends,Sunny,Resort,12 PM,1
809,67,Female,Doctor,52916.91825753598,False,2,0.40278487405165464,Yoga,Sunday,11 AM,0.6406952887500781,Negative,Low,Never Attends,Sunny,Other,10 AM,1
810,39,Male,Teacher,44281.24160940646,False,1,0.3835541782108933,Group Fitness,Thursday,1 PM,0.7743698011657865,Mixed,High,Never Attends,Cloudy,Other,2 PM,0
811,36,Female,Student,78680.2974427786,False,2,0.12271440126131394,Spinning,Thursday,11 AM,0.5191611914154596,Neutral,High,Regularly Attends,Cloudy,Beach,10 AM,0
812,30,Male,Teacher,22715.691498775945,True,1,0.15154625160695345,Pool,Sunday,2 PM,0.5857278149366383,Positive,High,Never Attends,Sunny,Other,4 PM,1
813,67,Female,Engineer,64517.46351956159,True,4,0.29864375663964515,Spinning,Thursday,12 PM,0.7963050666931145,Positive,Medium,Sometimes Attends,Cloudy,Suburban,12 PM,1
814,26,Female,Doctor,36548.011925922125,False,2,1.7286407526269296,Pool,Saturday,8 AM,1.421838749087514,Neutral,Low,Sometimes Attends,Snowy,Beach,3 PM,0
815,60,Female,Other,36695.002835360356,False,5,1.4364539016725975,Group Fitness,Saturday,8 AM,0.9712665518800211,Mixed,Medium,Sometimes Attends,Rainy,Beach,6 AM,0
816,66,Male,Other,55790.53831487786,False,5,1.6723451360544301,Group Fitness,Monday,8 AM,1.319817344234001,Positive,High,Regularly Attends,Snowy,Downtown,5 PM,0
817,42,Female,Doctor,88819.76354393955,False,2,1.2837282346864378,Yoga,Friday,3 PM,0.5615913894367133,Positive,High,Never Attends,Rainy,Beach,9 AM,0
818,54,Male,Student,23850.46857626084,False,2,1.2264538197821107,Spinning,Wednesday,5 PM,0.8808847541137544,Negative,High,Rarely Attends,Overcast,Downtown,11 AM,0
819,58,Female,Doctor,72833.37403709143,True,3,1.19733348711691,Cardio,Wednesday,10 AM,0.8231725395640678,Positive,High,Regularly Attends,Rainy,Suburban,6 PM,1
820,37,Male,Engineer,54553.289129601864,True,5,0.059481673841318417,Spinning,Sunday,5 PM,1.2710205875717473,Positive,High,Never Attends,Snowy,Rural,8 PM,1
821,64,Female,Student,63418.25569558208,True,2,1.3485835931274985,Yoga,Wednesday,10 AM,1.0765409409426456,Neutral,Medium,Rarely Attends,Rainy,Suburban,6 PM,1
822,19,Female,Doctor,21472.58072337924,True,4,1.9693631772646645,Group Fitness,Wednesday,6 AM,1.3319398169757428,Positive,Low,Never Attends,Snowy,Rural,6 PM,1
823,39,Male,Other,50243.635977851256,False,5,0.5248523810569916,Group Fitness,Saturday,7 PM,0.7725897910071753,Negative,Medium,Never Attends,Sunny,Resort,8 AM,0
824,64,Female,Engineer,75025.51020160384,False,4,1.3060470785662466,Group Fitness,Wednesday,7 PM,0.6628578545439744,Positive,High,Rarely Attends,Overcast,Suburban,2 PM,0
825,45,Female,Other,30290.517963503473,False,1,1.7217728434805686,Spinning,Friday,1 PM,1.074518148740017,Neutral,High,Rarely Attends,Rainy,Downtown,11 AM,0
826,65,Male,Engineer,71426.91360596358,True,1,0.44758420160540924,Pool,Sunday,5 PM,0.7803032095419365,Mixed,Low,Never Attends,Snowy,Other,6 PM,1
827,53,Female,Doctor,66352.88520332609,False,1,0.7586946964802228,Group Fitness,Wednesday,6 PM,1.0658785115416594,Mixed,Medium,Sometimes Attends,Cloudy,Beach,11 AM,0
828,59,Female,Doctor,43891.870593258594,False,3,1.4727401765581185,Pool,Friday,5 PM,1.2116861256722036,Negative,High,Regularly Attends,Snowy,Other,6 AM,0
829,56,Female,Teacher,23378.370207524873,True,4,1.1261261831791012,Strength Training,Thursday,1 PM,1.003216923243022,Mixed,High,Sometimes Attends,Cloudy,Other,9 AM,1
830,61,Male,Engineer,74893.03289157637,False,5,1.1103553737041767,Strength Training,Monday,10 AM,0.5931397930591752,Neutral,Low,Regularly Attends,Cloudy,Rural,12 PM,0
831,36,Male,Teacher,27102.807054970224,True,3,1.6034565204840185,Pool,Friday,5 PM,0.7026535674039238,Positive,Medium,Sometimes Attends,Sunny,Rural,10 AM,1
832,48,Female,Teacher,71475.85365451043,False,1,0.12044749674025312,Cardio,Tuesday,9 AM,1.1740362957392114,Neutral,Medium,Never Attends,Snowy,Other,2 PM,0
833,21,Female,Doctor,42657.402325324685,False,3,1.2973251370263075,Group Fitness,Sunday,7 PM,1.2405408740608745,Negative,Low,Never Attends,Sunny,Beach,9 AM,1
834,42,Female,Other,35133.795797931074,True,3,1.3856906864814742,Spinning,Wednesday,7 PM,1.2740128188006064,Negative,Low,Rarely Attends,Cloudy,Rural,9 AM,1
835,19,Male,Teacher,29935.77474431743,False,2,0.713676186380944,Cardio,Sunday,4 PM,0.8453547129516996,Neutral,Medium,Regularly Attends,Sunny,Resort,2 PM,0
836,35,Female,Doctor,73909.15150477659,False,4,1.894493635953894,Cardio,Wednesday,5 PM,1.3327465949192931,Positive,Low,Sometimes Attends,Cloudy,Suburban,9 AM,0
837,66,Female,Other,25581.84050691964,True,1,0.35127933767029607,Yoga,Tuesday,8 AM,0.6556258338279237,Positive,High,Sometimes Attends,Snowy,Rural,5 PM,1
838,31,Male,Other,65963.42432137881,True,1,0.6656997041358066,Cardio,Sunday,1 PM,1.3895221411296639,Positive,Medium,Sometimes Attends,Cloudy,Downtown,8 PM,1
839,34,Female,Engineer,54361.35070751985,True,3,0.2460839453589947,Group Fitness,Friday,6 AM,0.8850252986922766,Negative,High,Rarely Attends,Overcast,Suburban,1 PM,1
840,29,Male,Engineer,89941.78353689138,False,2,1.7086223908497211,Spinning,Saturday,1 PM,0.524573263649228,Neutral,Low,Rarely Attends,Rainy,Resort,6 PM,0
841,66,Male,Doctor,45891.73477667048,True,1,0.7975173904619801,Yoga,Thursday,1 PM,0.7396533708881405,Positive,Medium,Regularly Attends,Cloudy,Suburban,11 AM,1
842,58,Female,Teacher,61888.25802000949,True,3,0.8522033720409832,Group Fitness,Wednesday,9 AM,0.6917243622897055,Mixed,Low,Regularly Attends,Rainy,Other,8 AM,1
843,64,Female,Teacher,71791.3554083927,True,5,0.4330201621686043,Yoga,Wednesday,2 PM,1.0253079293608516,Mixed,Low,Regularly Attends,Snowy,Resort,6 AM,1
844,57,Female,Doctor,45167.58061326384,False,3,1.5966143554459418,Yoga,Wednesday,4 PM,1.0428636620938314,Mixed,Low,Never Attends,Cloudy,Beach,1 PM,0
845,46,Male,Student,47403.756373056465,False,3,0.760753523876702,Pool,Wednesday,12 PM,1.2237073968765613,Neutral,Medium,Rarely Attends,Rainy,Other,7 AM,0
846,39,Female,Teacher,68463.28623028967,False,4,0.7742471242583662,Spinning,Wednesday,10 AM,0.6498732802532197,Negative,High,Regularly Attends,Cloudy,Downtown,1 PM,0
847,44,Male,Other,47666.38958120327,False,2,1.2417364747092476,Group Fitness,Tuesday,7 AM,1.3411436436048931,Positive,High,Never Attends,Sunny,Rural,6 AM,0
848,59,Female,Student,80802.16476820986,True,2,1.3951228992731477,Cardio,Saturday,3 PM,0.8006490577133438,Mixed,High,Sometimes Attends,Cloudy,Rural,12 PM,1
849,39,Male,Student,85146.07491832247,True,4,1.2944586721970939,Cardio,Monday,5 PM,1.0464659137890786,Neutral,Low,Never Attends,Rainy,Other,9 AM,1
850,30,Male,Other,86369.93188532001,False,5,1.6707876428596349,Group Fitness,Friday,6 PM,0.519347958731548,Mixed,Low,Never Attends,Snowy,Resort,11 AM,0
851,34,Male,Teacher,73498.00429274936,False,5,1.9489163115587347,Pool,Thursday,8 PM,1.0657778690600788,Positive,Low,Regularly Attends,Sunny,Suburban,1 PM,0
852,43,Female,Doctor,55025.151045140934,False,1,0.47486173764673767,Pool,Tuesday,4 PM,0.7693203694000139,Positive,High,Regularly Attends,Sunny,Beach,10 AM,1
853,20,Male,Engineer,37120.74568993039,True,2,0.7924869198178885,Strength Training,Thursday,7 PM,0.5899033355653756,Positive,Low,Regularly Attends,Cloudy,Rural,3 PM,1
854,53,Female,Teacher,21578.08854107646,False,5,1.8374041651961348,Cardio,Monday,7 AM,0.7228037114586513,Neutral,Low,Regularly Attends,Sunny,Downtown,5 PM,1
855,37,Female,Student,48016.177412373494,False,3,1.0061159626644738,Strength Training,Saturday,7 AM,1.2728217154593802,Negative,High,Rarely Attends,Rainy,Downtown,6 PM,0
856,52,Male,Engineer,80120.23549006964,True,1,1.3991135154632084,Cardio,Saturday,9 AM,1.2146334576863955,Mixed,Medium,Sometimes Attends,Sunny,Beach,8 AM,1
857,27,Female,Engineer,44591.09214632189,False,4,1.9614844870916002,Group Fitness,Tuesday,7 PM,0.9162672736087093,Neutral,Low,Sometimes Attends,Overcast,Suburban,2 PM,0
858,27,Female,Engineer,28744.6853719376,True,2,0.08302700022283349,Strength Training,Sunday,5 PM,1.2235539955154051,Positive,Low,Never Attends,Snowy,Downtown,1 PM,1
859,20,Female,Doctor,98534.84225459352,False,5,1.503256300246913,Group Fitness,Wednesday,1 PM,0.8196626014214634,Mixed,High,Rarely Attends,Sunny,Other,5 PM,1
860,26,Female,Other,38858.7660012079,True,3,1.1079666908268766,Group Fitness,Wednesday,6 AM,1.2016253444996063,Mixed,Low,Never Attends,Overcast,Resort,1 PM,1
861,21,Male,Engineer,81722.02186208715,True,3,0.792292301204228,Yoga,Wednesday,7 PM,1.0176215714795915,Positive,Low,Never Attends,Overcast,Other,6 AM,1
862,39,Female,Student,29557.447283430163,False,4,1.2566212884057228,Yoga,Sunday,7 PM,1.3014489142984424,Neutral,Low,Rarely Attends,Cloudy,Downtown,1 PM,0
863,41,Female,Doctor,90559.21516158072,False,3,1.5195646627678188,Cardio,Wednesday,2 PM,0.80375530781432,Neutral,Low,Sometimes Attends,Rainy,Beach,11 AM,0
864,50,Male,Student,55112.38408946853,False,2,0.40738196329130116,Cardio,Thursday,3 PM,0.569033939415812,Neutral,Low,Regularly Attends,Overcast,Beach,12 PM,0
865,19,Female,Other,88620.65710519963,False,2,0.06701541965096158,Yoga,Friday,2 PM,0.5218129069470644,Negative,High,Sometimes Attends,Overcast,Suburban,1 PM,0
866,68,Female,Engineer,81583.23209135055,False,5,0.35316631626760553,Strength Training,Friday,6 AM,0.5224270597871217,Mixed,High,Regularly Attends,Snowy,Rural,5 PM,0
867,40,Male,Doctor,30379.541629730273,True,5,1.4698327843892998,Strength Training,Saturday,4 PM,0.8803667827662021,Neutral,Low,Never Attends,Sunny,Other,5 PM,1
868,49,Male,Student,99127.96503335753,True,4,1.8628935767107966,Strength Training,Thursday,10 AM,0.5808002421928574,Neutral,Medium,Rarely Attends,Cloudy,Resort,3 PM,1
869,35,Male,Student,31966.12583784695,False,1,1.2953664447462985,Cardio,Thursday,8 PM,1.0474655290235142,Mixed,Medium,Sometimes Attends,Snowy,Resort,6 AM,0
870,31,Male,Student,65550.85583901571,True,4,0.9994399766550457,Spinning,Saturday,11 AM,1.1622790701669912,Mixed,High,Never Attends,Sunny,Suburban,8 PM,1
871,29,Female,Doctor,33375.88232133002,True,4,1.2896927987529856,Spinning,Monday,12 PM,1.1828157991157273,Positive,High,Regularly Attends,Rainy,Beach,8 AM,1
872,69,Female,Other,36355.554392737075,True,4,1.8952441448787953,Spinning,Thursday,3 PM,0.8566366455505622,Mixed,High,Sometimes Attends,Sunny,Suburban,7 AM,1
873,59,Female,Engineer,75805.76095289525,False,5,0.19564751373381783,Spinning,Wednesday,12 PM,1.2037019683851935,Mixed,Low,Regularly Attends,Rainy,Other,6 AM,0
874,52,Male,Other,79623.81885003255,True,3,0.3574934363536342,Cardio,Thursday,6 AM,0.5474076354647419,Mixed,Medium,Never Attends,Overcast,Other,5 PM,1
875,40,Male,Other,45457.15015495748,False,1,1.8468891646717744,Cardio,Thursday,8 AM,0.5706852460170942,Neutral,Low,Rarely Attends,Snowy,Rural,9 AM,0
876,33,Female,Engineer,79918.54093620488,False,3,0.44199033664870435,Cardio,Wednesday,9 AM,1.4422216698151311,Negative,High,Sometimes Attends,Overcast,Downtown,9 AM,0
877,25,Male,Doctor,90210.16425648077,True,2,0.23261720845975709,Group Fitness,Sunday,1 PM,1.2419467454222852,Neutral,High,Sometimes Attends,Sunny,Downtown,7 AM,1
878,56,Female,Engineer,82502.558002272,True,5,1.3940493508406737,Cardio,Sunday,3 PM,1.0651034136880504,Negative,High,Sometimes Attends,Sunny,Downtown,5 PM,1
879,33,Female,Other,38670.68071827348,True,1,0.7452657841552064,Strength Training,Monday,6 PM,0.628683360994758,Positive,High,Regularly Attends,Snowy,Other,3 PM,1
880,27,Male,Student,68962.68676738281,False,4,1.9360116576428479,Group Fitness,Tuesday,3 PM,1.1683195822341292,Neutral,High,Sometimes Attends,Rainy,Suburban,1 PM,0
881,47,Female,Engineer,87369.34543326456,True,3,0.5172543867783828,Spinning,Wednesday,1 PM,0.765060024864549,Negative,Low,Regularly Attends,Sunny,Resort,8 PM,1
882,67,Female,Student,73329.43574406902,False,5,0.7714298777234159,Strength Training,Friday,11 AM,0.8672567516652514,Positive,Medium,Never Attends,Overcast,Beach,7 AM,0
883,41,Male,Teacher,52191.53108096821,True,4,1.2117956350093673,Pool,Thursday,1 PM,1.1146861430247577,Positive,High,Regularly Attends,Rainy,Other,11 AM,1
884,21,Female,Doctor,23152.513116990373,True,3,0.12523524616182025,Spinning,Wednesday,10 AM,0.9419256400009721,Positive,Medium,Sometimes Attends,Cloudy,Other,7 AM,1
885,25,Female,Student,57794.73261498537,True,4,1.6671703665661486,Pool,Saturday,6 PM,0.6826616709528183,Positive,Medium,Regularly Attends,Cloudy,Other,8 PM,1
886,34,Female,Teacher,89328.61219934563,False,3,0.5205154372291256,Strength Training,Friday,12 PM,1.3553185135903074,Neutral,Medium,Rarely Attends,Rainy,Downtown,6 PM,0
887,49,Male,Student,36950.08913328982,True,1,0.26963878773935246,Yoga,Sunday,2 PM,0.610379707464059,Neutral,Low,Sometimes Attends,Snowy,Downtown,7 AM,1
888,50,Male,Student,57132.297300173464,True,2,0.8561171873736089,Strength Training,Monday,6 AM,0.9841798107197838,Positive,Medium,Sometimes Attends,Snowy,Other,4 PM,1
889,34,Female,Doctor,98515.81138748719,True,5,0.36240833251820237,Spinning,Thursday,11 AM,1.1434939042786965,Mixed,Medium,Rarely Attends,Snowy,Other,3 PM,1
890,35,Female,Teacher,65690.55079961014,False,5,1.591019471440941,Cardio,Wednesday,7 AM,1.0964676405387364,Positive,Low,Sometimes Attends,Rainy,Beach,6 PM,0
891,35,Female,Doctor,80074.29688150567,False,4,1.7368940295500674,Yoga,Thursday,5 PM,1.1285082815779832,Negative,Medium,Sometimes Attends,Overcast,Rural,5 PM,0
892,60,Female,Teacher,39240.637156148885,False,2,0.984387119817141,Yoga,Friday,5 PM,0.8531789137071852,Neutral,Low,Sometimes Attends,Sunny,Other,7 AM,1
893,54,Female,Other,23992.990248764974,False,1,0.6053708552193926,Strength Training,Wednesday,8 PM,0.8310083168963339,Neutral,Low,Sometimes Attends,Rainy,Resort,7 AM,0
894,67,Female,Other,92295.29082836323,False,3,0.6891522586892034,Cardio,Wednesday,4 PM,1.049301550925496,Positive,Medium,Sometimes Attends,Cloudy,Rural,1 PM,0
895,56,Female,Teacher,82877.35068759035,True,1,0.176127217400468,Spinning,Friday,8 PM,0.771915965161615,Mixed,Medium,Sometimes Attends,Cloudy,Other,3 PM,1
896,28,Female,Other,84791.29427882232,False,2,1.1059891015986958,Pool,Wednesday,8 AM,1.013356055094176,Mixed,Medium,Regularly Attends,Overcast,Resort,9 AM,0
897,66,Male,Other,62601.663147844374,False,2,1.221680461561648,Group Fitness,Saturday,5 PM,1.4314473488224808,Neutral,Low,Rarely Attends,Snowy,Beach,1 PM,0
898,26,Female,Doctor,31798.19723974446,True,2,1.3391518059874614,Spinning,Monday,8 AM,0.8450447143807513,Mixed,Low,Sometimes Attends,Sunny,Beach,7 PM,1
899,61,Male,Teacher,59352.64368021783,True,4,0.4027298418453342,Group Fitness,Tuesday,7 PM,0.8263293348023141,Negative,High,Rarely Attends,Overcast,Beach,7 AM,1
900,45,Female,Doctor,58121.612912360535,True,1,1.439597510746485,Spinning,Sunday,7 AM,0.810705746042085,Mixed,High,Regularly Attends,Sunny,Beach,1 PM,1
901,45,Female,Doctor,79287.87949447005,False,2,1.6133223654450568,Yoga,Thursday,12 PM,0.9336104417318353,Mixed,Medium,Regularly Attends,Snowy,Downtown,11 AM,0
902,28,Male,Doctor,49030.626275466195,True,5,1.4643137671641988,Yoga,Monday,1 PM,1.2741332807354,Mixed,Medium,Regularly Attends,Sunny,Resort,9 AM,1
903,59,Male,Engineer,29422.331105352037,False,3,1.4792812316925115,Cardio,Monday,9 AM,1.4260012028993811,Neutral,Medium,Regularly Attends,Cloudy,Beach,9 AM,0
904,27,Male,Teacher,78452.11485457502,True,4,0.8929246900280468,Strength Training,Friday,8 PM,0.7433588516829327,Neutral,Low,Never Attends,Overcast,Suburban,11 AM,1
905,42,Male,Student,87046.32900453887,True,5,1.9722484767575392,Cardio,Thursday,6 PM,0.646086955173969,Positive,Medium,Rarely Attends,Snowy,Beach,11 AM,1
906,61,Female,Student,65567.1721385664,True,2,1.703931583093534,Cardio,Thursday,2 PM,0.9546015701605909,Mixed,Low,Sometimes Attends,Sunny,Beach,10 AM,1
907,67,Male,Doctor,56834.53892549948,True,4,0.048050475652826385,Pool,Thursday,6 AM,1.1498383399002652,Neutral,High,Regularly Attends,Rainy,Suburban,3 PM,1
908,60,Male,Engineer,35852.74262570223,False,2,0.6820331440780767,Cardio,Wednesday,6 PM,1.038620412480058,Neutral,Medium,Never Attends,Sunny,Beach,5 PM,0
909,21,Female,Student,62065.95014025618,True,5,1.8651812528481482,Cardio,Saturday,7 PM,0.7641028673255507,Negative,Medium,Regularly Attends,Rainy,Downtown,8 PM,1
910,57,Female,Doctor,30015.2343790867,False,4,1.16085748628307,Yoga,Tuesday,9 AM,1.4794623807751628,Mixed,High,Never Attends,Snowy,Other,6 AM,0
911,61,Male,Doctor,35678.537749158204,False,2,0.03519096970717461,Cardio,Thursday,8 PM,0.9873579068675012,Negative,Low,Sometimes Attends,Snowy,Suburban,8 AM,0
912,18,Male,Teacher,44329.660250534216,False,3,0.06421485609287925,Cardio,Thursday,3 PM,1.2023561934774536,Negative,Low,Rarely Attends,Cloudy,Downtown,5 PM,0
913,26,Female,Teacher,24430.163248614437,True,3,1.4311555455414984,Strength Training,Thursday,1 PM,0.7230503736645681,Mixed,Low,Sometimes Attends,Rainy,Suburban,1 PM,1
914,57,Female,Doctor,84516.2915538146,False,5,1.789483175976354,Pool,Thursday,12 PM,0.8371836983354479,Negative,Low,Regularly Attends,Sunny,Resort,8 PM,1
915,69,Male,Engineer,40571.73996944318,False,4,1.4970667415915433,Strength Training,Sunday,12 PM,1.4211226894270093,Negative,High,Rarely Attends,Cloudy,Beach,6 PM,0
916,55,Male,Doctor,99522.78842436385,False,1,0.9664689101652819,Group Fitness,Sunday,10 AM,0.6757655716718808,Mixed,Low,Sometimes Attends,Sunny,Downtown,10 AM,0
917,63,Female,Other,90140.7376164349,True,5,0.9894200677931089,Spinning,Saturday,8 AM,0.9462808849755828,Negative,Low,Regularly Attends,Rainy,Downtown,7 PM,1
918,47,Female,Engineer,79183.8334357627,False,4,1.7196428002568263,Strength Training,Saturday,4 PM,1.1452239209337642,Positive,High,Rarely Attends,Sunny,Rural,4 PM,1
919,57,Female,Doctor,96563.13102811835,False,5,0.7350187018506302,Yoga,Sunday,9 AM,0.6707561756061596,Mixed,High,Sometimes Attends,Snowy,Rural,7 AM,0
920,36,Female,Student,52078.1070957272,False,3,1.979623986562384,Spinning,Friday,8 AM,1.0412699268405334,Negative,High,Regularly Attends,Overcast,Beach,6 AM,0
921,61,Female,Teacher,79515.23993876277,False,2,1.466321109094566,Spinning,Wednesday,8 AM,0.7508137074944691,Positive,Medium,Sometimes Attends,Overcast,Beach,8 PM,0
922,69,Female,Doctor,99338.28687322373,True,5,0.7188762944238489,Group Fitness,Thursday,11 AM,0.5774315761039439,Positive,High,Never Attends,Overcast,Suburban,9 AM,1
923,23,Male,Student,22111.31784829119,False,3,1.9961409376830872,Spinning,Thursday,1 PM,0.9031606724483328,Mixed,High,Rarely Attends,Rainy,Beach,8 AM,0
924,63,Female,Doctor,97721.68103225157,False,3,0.6180029344115403,Spinning,Monday,7 PM,1.4724133516501854,Positive,Low,Never Attends,Cloudy,Suburban,6 PM,0
925,47,Female,Student,22368.513521218247,False,5,1.8903128070854955,Strength Training,Sunday,4 PM,0.9448532842735672,Negative,Low,Sometimes Attends,Overcast,Suburban,12 PM,0
926,43,Male,Doctor,22285.417976078465,False,2,1.9282007108280454,Cardio,Thursday,11 AM,0.8440841078052936,Negative,Medium,Regularly Attends,Overcast,Beach,3 PM,0
927,45,Male,Other,82749.90706342741,False,4,1.419831927261855,Cardio,Monday,4 PM,1.0244800826791156,Positive,Medium,Rarely Attends,Overcast,Suburban,5 PM,0
928,57,Female,Teacher,86194.46630738575,True,1,0.22545879216692977,Strength Training,Tuesday,9 AM,1.2884938577149483,Mixed,High,Regularly Attends,Sunny,Suburban,9 AM,1
929,41,Female,Teacher,38846.791437155494,True,1,1.5547195206029834,Strength Training,Monday,2 PM,0.5587006738912055,Positive,High,Rarely Attends,Snowy,Suburban,7 PM,1
930,29,Female,Student,74043.25759723733,True,1,1.2751835196856538,Pool,Thursday,6 AM,0.7580866955458002,Neutral,Low,Sometimes Attends,Overcast,Rural,12 PM,1
931,32,Male,Teacher,29948.679700073422,True,5,0.14919549588492464,Spinning,Sunday,1 PM,0.5587082114292247,Positive,Low,Rarely Attends,Overcast,Beach,2 PM,1
932,21,Male,Teacher,58151.22465337369,False,2,1.9604603517991637,Spinning,Friday,12 PM,1.1045571185347243,Neutral,High,Never Attends,Cloudy,Downtown,10 AM,1
933,19,Female,Doctor,43768.10229262196,False,5,0.3743138416491856,Group Fitness,Tuesday,1 PM,0.7079548583586591,Mixed,Low,Rarely Attends,Sunny,Rural,7 PM,1
934,67,Male,Doctor,34116.243958524574,True,1,1.2418178793088668,Pool,Sunday,8 PM,1.3795859607273147,Negative,Low,Sometimes Attends,Overcast,Suburban,3 PM,1
935,50,Male,Engineer,39617.043969855804,True,5,0.8356322972750243,Cardio,Wednesday,3 PM,1.4457701786173085,Negative,Low,Regularly Attends,Cloudy,Suburban,10 AM,1
936,47,Male,Teacher,68186.29882389831,False,5,0.4084058507577535,Spinning,Tuesday,11 AM,0.7658899260775273,Neutral,Low,Sometimes Attends,Sunny,Resort,8 AM,0
937,58,Male,Student,64428.96003635956,False,5,1.3556805986818048,Spinning,Friday,9 AM,0.7807470020436302,Positive,Low,Rarely Attends,Cloudy,Other,11 AM,0
938,49,Male,Student,32672.36973766779,True,4,0.12974950642864225,Pool,Wednesday,12 PM,0.8439659966617152,Neutral,Medium,Never Attends,Cloudy,Resort,8 AM,1
939,47,Male,Teacher,93505.19345618399,True,5,1.9542108378701981,Strength Training,Sunday,6 PM,0.8591536493263067,Neutral,Medium,Regularly Attends,Cloudy,Other,11 AM,1
940,32,Male,Other,60776.06841694856,False,3,0.9548407023274286,Spinning,Thursday,8 AM,1.075685608591904,Negative,Low,Sometimes Attends,Snowy,Rural,9 AM,0
941,57,Female,Engineer,23185.14883206115,True,4,1.4410020479428873,Cardio,Thursday,2 PM,1.4081852368330252,Negative,Medium,Never Attends,Cloudy,Resort,7 PM,1
942,59,Male,Doctor,89259.45852337059,True,3,0.2528769062166083,Spinning,Sunday,6 AM,1.4533132275109641,Positive,High,Regularly Attends,Snowy,Resort,7 PM,1
943,44,Female,Engineer,92933.37016865984,True,4,0.03353118602186522,Yoga,Wednesday,8 PM,1.0707048519864681,Mixed,Low,Never Attends,Sunny,Rural,4 PM,1
944,30,Female,Engineer,48917.891943553084,True,1,1.4494997675533885,Spinning,Thursday,6 PM,0.9878053729114331,Positive,Low,Regularly Attends,Snowy,Suburban,11 AM,1
