feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,target
-0.914,0.655,-1.128,1.131,0.652,0.267,-0.088,-1.151,-0.215,0.086,0.697,-0.196,-1.337,-1.05,-1.499,-0.358,-0.316,0.459,2.423,-1.154,-0.706,-1.522,-0.673,-0.037,0.824,2.41,-1.742,0.695,-1.284,0.363,0.293,-0.475,0.07,0.326,-2.033,-0.378,0.216,0.321,-0.47,-0.423,0
0.391,-0.38,1.389,0.612,-0.225,-0.87,1.865,0.883,1.01,1.242,0.699,-0.539,0.656,2.178,-0.204,3.254,0.61,0.358,-1.228,0.217,-0.86,0.96,-0.015,0.853,-1.178,-0.269,0.586,0.933,1.555,-1.648,1.646,-0.379,-0.644,1.649,-0.698,2.148,2.34,-0.547,-0.932,-0.264,0
0.478,0.163,0.469,-0.909,0.224,-1.237,0.561,-0.857,-0.775,-0.143,0.416,2.102,-0.695,-0.368,-0.453,-0.565,0.45,0.004,1.957,0.531,-0.112,1.021,-0.834,-0.597,-1.302,-0.561,0.959,-0.239,-0.919,0.401,0.559,1.219,1.263,0.26,-0.231,-0.641,-0.686,-0.655,-0.662,1.211,1
-0.671,-0.189,0.953,0.571,0.307,-1.348,-0.204,0.462,0.452,2.081,0.231,-0.249,-0.866,-0.914,-0.153,-0.213,1.491,-0.822,0.652,0.213,-0.777,-0.314,-0.168,-0.503,-0.392,0.019,-0.607,0.849,-1.495,-1.101,0.658,0.7,-1.826,1.149,-0.576,-0.174,-1.011,0.524,-1.212,0.321,1
-0.591,0.974,1.678,0.976,0.51,-0.918,-1.181,-0.038,-0.77,-0.669,-0.369,-0.002,0.167,-0.816,-0.368,0.159,0.333,-1.905,1.483,-0.488,0.655,-0.198,0.856,0.948,-1.997,-0.438,0.066,0.54,1.404,-0.483,-1.448,-0.012,-0.65,0.391,-2.273,1.059,-0.074,-0.467,-1.235,1.106,0
1.099,-0.172,1.803,1.768,-0.741,-0.175,2.527,-0.886,1.628,-0.325,-1.38,-1.295,-0.081,0.071,-0.969,0.255,0.271,0.959,0.015,-1.412,-0.237,0.933,0.542,-0.643,-0.871,-0.867,1.477,0.463,-1.714,0.544,0.358,1.167,-0.039,-1.037,1.467,-0.238,0.478,0.698,0.008,0.398,1
-0.733,0.034,1.756,0.813,1.136,0.681,-1.337,0.475,-0.579,-0.429,-0.619,-1.273,-0.616,0.834,-0.42,0.837,-0.13,-1.831,1.167,-1.303,-0.164,0.024,0.508,-1.621,0.206,-0.922,0.138,0.671,-0.339,-1.05,1.389,0.082,-0.754,0.606,0.135,0.881,2.033,1.278,-0.251,-2.028,1
-0.845,0.65,3.022,-0.327,1.275,0.563,-2.57,0.229,0.926,0.638,-0.887,0.572,1.187,0.867,-0.33,-0.142,-1.155,-1.016,-0.801,-0.338,-1.014,-1.791,1.478,0.525,1.611,-0.32,-1.792,1.197,-1.233,0.335,-1.907,-0.781,0.413,1.132,-0.985,-0.863,0.309,-0.808,-0.769,-0.563,0
-0.663,-1.012,-0.293,2.102,0.763,-0.123,0.911,-0.418,1.491,-0.266,-0.117,-0.951,-1.675,-0.362,1.674,0.39,0.405,-1.059,-0.148,0.918,2.473,-1.669,1.492,0.809,-0.75,0.19,-2.118,-0.628,-0.394,-0.985,-1.012,-0.308,0.439,0.254,0.957,1.553,0.01,0.463,0.949,0.102,1
1.03,-3.087,0.005,0.47,0.281,-0.119,0.274,-0.506,0.494,0.046,0.607,0.322,0.149,0.815,-0.671,0.215,-0.789,-0.977,-0.517,-0.428,0.183,-0.775,1.306,-0.639,0.501,0.769,-0.95,1.262,0.122,0.676,-1.079,1.501,-2.227,0.735,-0.238,0.945,-0.696,-0.763,0.811,0.528,1
0.17,-0.917,-1.335,-0.184,-1.014,0.375,-0.079,-0.077,-1.066,0.577,0.701,-0.036,0.233,-0.888,-0.774,-0.426,0.49,0.476,0.771,-0.169,0.939,-0.207,-0.332,-0.707,0.601,-1.347,1.353,-0.628,1.238,0.516,0.642,0.097,0.909,-0.186,1.278,-0.463,0.447,0.833,-0.44,-0.932,1
-0.148,1.175,-1.542,-0.186,-0.395,0.025,-0.482,2.146,-0.022,0.243,0.941,-1.099,0.459,0.998,-0.979,-2.503,0.931,-0.981,-0.739,-1.049,-1.521,2.546,1.673,0.683,1.797,1.386,-0.934,-0.382,1.304,-1.09,-0.753,0.941,-0.511,0.089,-1.436,2.131,-0.843,-0.149,1.127,-0.324,0
1.003,-0.056,0.656,2.387,1.183,-0.046,-0.127,0.077,-1.531,0.299,-1.66,-1.333,0.422,-0.448,0.408,-0.767,-0.18,0.736,0.225,-0.49,1.289,-0.646,0.556,0.071,-1.0,-0.433,0.524,-0.636,-0.043,0.527,-1.253,-0.459,-0.723,1.205,0.132,-0.343,1.062,-0.776,-0.193,0.824,0
-0.388,-0.254,0.392,-0.773,0.467,0.359,-0.104,1.254,-0.854,0.289,1.945,0.332,-0.48,-1.539,1.05,-1.102,-1.397,0.113,1.237,-1.366,1.066,1.972,0.347,-1.036,-1.17,-0.243,-1.179,1.51,-1.523,-1.671,0.148,-1.035,-0.096,0.95,-0.648,0.295,0.233,-0.729,0.186,0.598,0
-0.784,-0.166,-0.907,0.008,-0.545,-1.267,-2.165,0.517,-0.089,-1.595,0.491,0.616,1.376,0.816,-0.648,-0.778,0.386,1.023,-0.393,-0.296,-0.879,-0.091,-1.247,0.272,-0.658,0.798,1.379,0.633,1.054,-0.22,1.281,0.313,1.755,-0.249,-0.429,0.524,0.714,-0.897,-0.099,0.133,1
0.08,-3.428,0.785,0.517,-0.14,-0.597,-0.421,-1.333,1.226,-0.393,0.537,1.071,0.781,-0.777,0.45,-0.356,-0.54,-0.625,1.733,0.08,1.014,0.297,-1.479,-1.39,0.983,-0.095,-1.586,0.705,0.492,0.707,1.465,0.821,0.809,-0.646,1.099,0.433,-0.714,-0.951,-0.708,-0.314,0
-0.909,0.073,0.594,1.138,0.346,0.494,-0.59,-0.139,0.177,-0.161,-0.315,-1.564,-0.947,-0.639,-1.101,1.166,1.221,-1.944,-0.694,1.401,-1.107,0.82,0.135,0.566,-0.54,1.019,-1.138,-1.794,-1.081,0.18,0.423,-1.605,1.047,-1.362,-0.916,1.328,0.668,0.175,0.172,0.958,1
1.891,1.293,0.761,-0.776,1.068,1.511,0.322,-0.584,-1.437,1.191,-0.708,0.213,-1.002,0.542,-0.613,-0.064,-0.603,-1.376,-1.402,0.465,-0.107,0.96,-0.001,-0.931,0.255,-0.238,0.477,-1.473,1.034,-0.207,1.108,0.737,-0.875,-0.125,-0.522,-0.424,-0.925,0.307,-0.936,0.157,0
-0.216,-0.863,0.143,-1.208,0.268,-1.285,-0.367,-0.407,1.999,-1.112,-0.416,-0.684,-0.954,-0.354,0.964,-1.165,1.296,-1.659,2.095,0.242,0.31,0.402,1.474,0.769,0.046,1.392,1.314,-1.169,1.129,0.71,-0.883,-2.043,-0.76,-0.816,-0.218,0.792,0.694,-0.869,-0.558,1.74,1
1.462,1.76,-0.2,0.372,-0.401,-1.254,-0.794,-0.098,-0.628,0.168,0.531,-0.35,1.186,0.4,0.947,-0.186,1.447,-1.271,-0.56,-0.483,-0.366,-1.053,0.188,-0.166,-0.543,-0.648,-0.692,-0.064,0.943,-1.234,0.45,-1.346,-0.98,1.481,1.548,-1.169,1.327,1.091,-0.862,-2.584,1
0.296,-0.27,-1.635,1.263,0.164,-1.248,-0.828,-1.408,-0.342,-0.493,1.139,-0.114,-0.201,-1.179,0.96,1.121,0.819,-1.554,0.859,0.807,0.27,-0.497,-0.974,0.169,-0.449,-0.352,0.008,-0.169,-1.117,-1.539,-0.927,-0.368,0.666,-1.517,-0.228,-0.06,-0.286,0.224,0.242,0.722,0
0.426,-0.15,-1.55,0.441,-0.606,-0.484,3.18,-0.609,0.126,1.257,-0.115,-0.407,1.306,2.604,1.072,0.725,0.78,2.393,-1.303,0.992,2.494,-0.086,0.222,-0.279,-0.698,1.241,-0.618,-0.413,-0.62,1.225,-0.639,-0.132,0.331,-0.856,0.818,-0.495,-0.345,-1.236,-1.055,1.733,0
0.621,0.726,-0.026,0.223,-0.197,0.072,0.52,-0.442,0.882,1.633,-0.399,0.383,1.738,-0.936,-0.487,1.098,1.207,0.399,-1.576,-0.208,-1.336,-0.33,-0.302,0.075,-0.155,0.076,-0.705,-0.844,0.8,0.258,0.434,0.458,-1.468,-0.648,0.053,-0.857,-1.286,-3.498,-1.11,0.058,0
0.089,-1.538,-0.226,0.799,-1.061,-0.775,1.965,1.084,-1.726,1.27,0.912,-2.162,0.794,-0.603,-0.318,1.682,-2.288,0.191,-0.557,-0.66,-0.81,0.265,-0.313,0.803,-1.588,-2.517,0.253,0.607,0.485,1.601,1.903,-0.629,-1.959,-0.158,0.49,0.313,1.364,-0.711,0.767,-0.885,0
1.19,-1.409,0.865,-0.429,-0.9,-0.525,-0.659,2.135,-0.33,-0.569,0.299,-1.11,1.284,1.166,1.031,0.835,-0.543,-1.664,0.218,-0.686,-0.152,-0.008,1.303,-1.133,0.505,0.447,-0.625,-1.674,0.023,-0.043,-1.316,-0.008,0.755,1.275,-0.884,-0.098,-0.113,0.328,-1.051,-0.086,0
1.958,1.118,-0.34,0.818,0.617,-0.412,0.777,-1.094,0.198,0.233,-0.624,-0.213,-0.078,-1.116,-1.297,-0.874,0.446,-3.095,1.807,-1.325,0.186,0.045,-0.124,-0.002,-0.188,-0.106,1.418,-0.648,-0.171,0.933,1.967,-0.743,-0.791,-0.63,-0.615,0.66,-0.028,-1.208,-0.505,-1.231,1
-0.723,-1.229,-1.009,1.021,-0.526,0.197,-3.29,-0.283,-0.824,-0.177,0.541,-1.97,0.828,-0.589,-0.737,-1.039,0.828,-1.005,-1.779,-0.6,0.249,-1.5,-0.293,-0.995,1.037,-0.384,0.609,-1.263,-0.022,1.258,0.206,-0.043,0.033,0.154,1.142,1.453,0.651,1.829,-1.037,0.562,1
-1.202,0.116,-0.118,0.662,-2.112,-0.264,-0.091,0.363,-1.087,0.393,-1.302,1.317,1.44,1.386,0.798,0.31,-0.739,-1.038,-0.188,0.472,-2.241,0.341,0.444,0.231,-1.351,-0.628,0.919,1.987,0.229,-0.822,-0.142,-0.446,-1.073,-0.749,1.428,0.623,-0.264,0.48,0.399,-0.224,0
2.32,-1.134,-0.33,-0.054,-1.388,0.441,-0.639,-1.711,-0.104,0.235,1.694,0.601,1.018,-1.186,0.253,-1.063,1.636,0.125,-0.158,-0.544,0.225,1.358,-0.361,-0.161,0.851,0.158,-0.136,-0.807,1.376,0.465,0.157,-0.25,-0.981,0.988,-3.23,0.155,-0.041,1.214,-0.859,-0.939,0
-1.059,-0.067,-0.75,0.829,-0.761,-0.718,0.923,-0.563,-2.156,-1.366,-1.114,0.244,0.461,1.451,0.722,1.975,0.448,-0.4,-0.971,-0.88,1.053,0.534,0.684,-0.821,0.677,0.687,1.499,1.522,1.749,0.896,0.142,0.373,-1.188,-0.37,2.138,-0.816,1.125,-0.212,0.511,0.516,0
-1.605,-0.324,-0.572,0.341,-1.085,-0.458,1.018,-1.588,-0.552,-0.704,-0.172,-0.582,-0.533,0.614,0.017,-1.84,-0.225,1.622,-1.147,-0.338,-1.851,1.698,-0.497,-0.37,-0.498,2.322,-1.523,-1.257,0.277,-0.735,-0.557,-0.198,0.586,1.095,0.379,-0.304,0.338,0.234,-0.104,-0.329,0
0.261,-0.565,-0.382,-1.662,0.83,-0.444,-0.3,0.036,-1.714,1.004,-0.319,0.764,-0.215,-0.04,-0.712,0.152,0.132,-0.238,-1.293,-1.859,-0.119,-0.746,1.478,0.117,-1.355,-0.986,1.308,-0.639,0.303,-0.619,0.757,0.694,1.172,0.061,-0.51,0.686,-0.608,1.645,-0.954,-1.557,0
-0.581,-0.613,-0.19,1.229,-0.129,0.241,-1.12,0.896,-0.653,-1.229,1.631,-1.301,0.021,-2.526,-0.734,-0.911,-0.858,-0.745,0.267,-0.096,1.19,-0.039,-0.636,-0.012,-0.125,0.987,-0.151,-2.034,-0.035,-0.261,-1.893,0.148,-0.896,0.466,0.526,-0.614,-0.415,1.194,-1.386,1.649,0
0.342,1.412,0.252,-0.075,-0.042,0.334,0.403,-0.572,0.126,-0.757,1.52,-0.479,0.766,-0.507,0.02,0.033,-0.665,1.175,2.18,-0.012,1.866,0.196,0.767,-0.742,0.904,0.276,-1.618,-0.276,0.372,-1.279,0.748,-0.512,0.818,-0.034,-0.928,0.013,0.936,-1.165,0.336,1.401,0
0.036,2.04,-0.021,-0.092,-0.681,0.038,1.126,1.232,0.595,-0.077,1.79,1.395,1.336,1.233,-0.462,-0.279,1.257,-0.139,-0.887,0.365,-0.087,-0.296,0.366,1.514,0.292,-0.157,-1.256,2.259,0.594,-0.799,0.143,-1.666,-0.535,-0.646,-1.146,1.0,-1.353,-0.751,-0.44,0.181,1
-1.382,-0.235,0.394,-2.446,0.946,-1.403,-0.762,-0.031,0.383,-0.145,1.287,2.19,-0.707,-0.098,-0.198,1.028,1.212,-1.378,1.145,0.487,-0.358,1.892,-1.147,0.828,-2.67,-2.008,1.684,2.359,0.53,0.701,1.909,-0.348,-1.183,-0.98,0.226,-0.028,-0.019,1.56,0.687,0.66,0
0.54,0.496,1.58,1.155,0.545,-1.58,-0.773,0.042,0.995,1.944,-0.781,0.525,-0.321,0.17,0.901,-0.568,-0.484,1.189,-0.27,-1.024,0.85,1.147,1.001,0.534,0.23,1.647,-0.577,-0.973,0.602,0.044,-1.658,-0.935,0.21,-0.892,-0.133,0.199,-0.769,0.408,1.134,0.108,0
0.265,0.915,1.342,0.872,0.823,-1.136,-0.985,0.326,0.757,0.543,0.284,1.803,0.88,-0.307,-0.104,0.453,0.031,0.923,-1.179,0.077,-0.42,0.038,-1.072,-0.773,0.491,-0.1,1.005,-0.782,0.885,-0.855,-0.114,-0.48,-1.317,-0.349,1.935,-0.194,0.031,0.789,0.826,-0.041,0
1.688,0.048,-0.76,-0.034,-0.171,-1.735,0.545,-0.006,-1.43,-1.789,-0.203,0.576,-0.345,-1.324,0.116,0.438,0.708,0.746,-1.39,0.817,-0.27,-0.09,-0.592,0.936,0.127,-0.507,-0.129,-0.117,-0.455,2.103,0.297,0.019,-0.486,-0.816,-0.987,0.508,-0.936,-0.198,-1.156,0.781,0
0.106,1.372,0.515,1.352,0.49,-0.069,0.61,-0.035,0.012,2.116,-1.691,0.222,0.834,-0.029,1.667,-2.958,0.127,0.989,0.559,-1.335,-1.564,0.164,-0.432,0.499,1.394,1.115,-0.994,0.627,-0.707,0.741,-0.826,0.732,-0.505,0.557,0.303,0.25,0.233,-0.732,-1.366,2.2,0
-0.498,-1.638,0.138,0.988,-0.707,0.86,0.45,0.695,-0.496,-1.56,-0.57,0.356,3.276,-0.431,-0.891,1.187,-1.231,1.01,-0.024,0.002,-1.892,0.464,0.199,2.615,-1.419,0.989,1.285,-0.557,0.47,-0.851,-0.724,0.761,-0.127,0.271,1.012,-1.839,1.605,-0.425,-0.254,-0.333,0
0.048,-0.363,-0.602,0.972,1.066,0.359,0.773,0.006,-1.176,-1.085,-2.338,1.345,-0.029,-0.85,0.803,-0.915,-2.437,0.957,-0.505,-0.324,1.331,-0.761,-1.006,1.09,-0.19,0.734,1.589,0.672,-0.574,0.913,0.017,0.569,-1.123,0.261,0.964,0.634,0.364,0.448,2.517,-0.404,0
0.689,0.454,0.499,0.203,0.498,-0.322,-0.923,0.932,2.05,0.482,-0.223,0.226,-1.057,0.745,-0.703,0.262,-1.421,-1.424,-1.479,-0.022,0.75,0.648,-0.26,1.054,1.096,0.75,-2.011,-0.819,0.354,-0.127,0.519,0.349,-2.144,-0.038,-1.584,-0.875,1.184,0.428,-0.068,-0.403,0
-0.461,0.822,-1.571,0.141,1.289,-0.075,-0.632,0.738,-0.727,0.474,0.845,-0.806,-0.156,1.325,-0.975,-0.351,0.685,-0.301,3.115,-0.751,3.058,0.52,0.175,0.389,-0.633,0.001,-1.012,-1.002,-1.929,0.07,0.243,-0.391,0.205,0.453,-1.023,-0.532,1.773,0.537,-0.01,1.709,0
0.175,1.047,1.169,1.18,0.515,-0.884,0.613,0.294,0.475,-1.687,-0.603,-1.187,0.688,-0.451,-1.205,2.104,1.137,0.72,-1.125,0.447,-0.345,-1.114,-0.843,-0.033,1.844,-1.022,-0.774,0.194,-2.244,1.987,1.814,2.62,-0.234,-0.868,1.083,1.459,0.348,2.647,1.489,-1.268,0
0.12,-1.475,1.133,-0.106,2.376,0.075,-0.376,0.685,-0.315,0.581,0.105,-1.873,0.062,-0.963,-1.74,-1.15,0.271,0.427,-2.01,1.816,1.131,-0.644,0.584,2.096,0.142,-0.65,0.282,0.914,-0.718,-1.628,0.843,-1.059,0.812,2.902,-0.15,0.41,0.625,0.713,-1.115,-0.193,0
-1.254,-0.312,-1.234,1.313,0.148,0.062,0.402,2.142,0.665,-0.221,0.575,-0.667,-0.526,-0.7,0.731,-1.271,-0.674,0.31,-0.175,0.954,-0.393,-0.854,1.115,-0.603,-2.068,0.944,-1.263,-0.528,-0.952,2.358,-0.082,1.927,1.501,0.801,-0.846,-0.903,0.787,-0.611,0.68,0.76,1
0.894,0.08,-0.608,-0.514,0.012,-0.643,1.625,-1.104,-0.312,1.302,-0.4,-1.054,-1.138,1.984,-0.224,0.743,1.589,-0.17,0.562,0.436,1.115,-0.018,0.308,-0.127,0.973,-0.511,0.092,-1.086,-1.272,2.226,0.612,1.204,-0.223,0.497,0.635,-1.134,-0.009,0.16,-1.51,0.799,1
0.687,-0.008,-0.884,0.859,1.128,-1.231,0.618,-0.208,1.141,0.455,0.288,0.774,0.057,1.583,-1.633,0.791,1.283,-1.982,-0.998,0.458,-0.286,0.827,1.144,2.488,1.404,0.128,-0.385,1.482,0.963,0.308,-0.267,1.432,0.137,2.012,0.29,0.102,0.314,-0.076,1.452,0.141,1
-1.462,-0.237,0.055,0.585,-0.864,-0.517,-0.416,-1.059,-0.832,1.382,-0.58,-0.38,-0.278,0.954,0.402,0.572,-0.948,0.481,1.135,-0.095,0.404,0.159,-1.082,-1.069,0.017,1.413,1.482,-0.152,0.57,0.335,0.147,0.634,0.016,0.419,-0.598,-0.571,-0.334,-0.756,-0.474,1.677,0
-0.112,1.119,-0.341,0.154,2.012,-0.619,-0.521,-0.18,-0.449,0.345,0.262,1.139,-0.232,0.748,-0.219,-0.66,-0.309,1.263,-0.129,-1.224,-0.093,-0.239,0.295,-0.049,0.35,0.07,-1.806,0.518,0.806,0.511,-0.25,0.027,1.207,-0.897,0.001,-0.897,0.036,-1.803,0.794,-1.539,0
2.205,0.901,0.899,0.361,-0.005,0.891,-0.745,-0.428,-0.609,1.335,0.728,0.33,-1.203,-0.355,1.22,0.512,1.218,-1.029,-0.218,0.487,-0.539,0.265,0.591,-0.623,1.869,-0.327,-0.876,0.807,1.948,-1.731,0.487,-0.759,-0.858,2.858,-0.985,-0.562,2.5,0.531,-1.219,0.745,0
0.458,-0.643,1.686,0.334,1.021,1.543,0.451,1.53,-1.284,0.178,0.199,-1.121,1.56,0.867,0.991,-1.335,-0.024,0.889,-2.065,-0.272,-1.364,-0.239,-0.733,-1.117,-0.152,0.692,0.596,1.223,0.654,0.047,0.507,1.28,-0.941,1.519,0.801,-1.183,0.316,0.519,0.296,0.427,0
-0.402,-0.8,-0.247,-0.145,2.204,0.96,-0.271,0.215,0.035,-0.866,-1.121,-0.844,-0.036,0.185,-0.423,0.596,-0.877,-1.173,0.582,-2.2,-2.118,-0.422,-1.829,0.102,0.353,0.259,-0.119,0.426,-0.327,-0.127,-0.385,-0.636,-0.813,0.897,0.278,0.086,-0.264,-0.207,-0.638,0.198,0
-1.177,-0.173,-0.839,-0.082,0.122,0.488,-1.11,0.795,-0.532,0.807,0.052,0.755,-2.334,-0.295,1.258,-0.529,-1.462,-0.582,0.644,-0.461,-0.438,0.755,0.282,0.987,1.056,1.261,0.059,1.123,-1.004,-0.629,-1.214,-1.05,-0.328,-0.289,-0.067,0.969,0.914,0.514,1.02,-1.571,0
-0.776,-0.528,0.282,1.139,-2.087,1.768,-2.321,-0.005,0.187,1.748,-0.754,-0.443,3.223,-1.301,-0.669,2.051,2.03,1.116,-0.037,1.057,0.692,0.6,1.031,0.171,0.273,-1.383,0.873,1.305,-0.184,-0.012,-0.309,1.008,1.084,-2.352,1.674,-1.739,-0.155,-1.124,0.98,0.917,0
1.337,-0.667,0.19,1.143,-0.15,0.129,0.038,-1.167,-0.736,0.071,-1.316,-2.452,-0.381,-0.529,-0.37,2.408,-0.405,0.669,-0.85,-0.722,-0.604,1.466,-0.733,0.214,0.963,-1.279,-1.174,1.022,-0.278,-0.334,0.781,-0.462,-1.865,-1.343,-0.931,0.502,0.109,-0.69,-0.171,-0.747,0
0.452,0.006,0.379,-0.526,-0.2,-0.043,-0.573,-0.347,1.118,-0.789,0.798,-0.302,0.979,-0.669,1.724,-0.623,1.411,0.51,-0.214,2.2,0.011,0.159,0.404,-0.944,-1.291,-0.061,-0.516,-0.684,-1.487,-0.442,1.69,0.445,-0.411,-1.751,-0.209,-0.028,-1.804,0.424,-0.839,-0.081,0
0.233,1.271,-1.034,0.655,0.172,0.25,0.468,1.16,-0.457,-1.748,1.333,0.661,1.675,-0.26,-1.859,1.069,-1.067,1.008,-0.547,-0.825,0.589,-1.327,0.027,0.672,-0.913,0.509,-0.904,-0.685,-1.049,0.154,0.427,-1.077,-1.065,-0.251,-1.503,-0.325,2.149,-0.015,0.203,-0.992,0
0.164,0.223,1.137,1.207,-0.51,0.079,-1.075,-0.697,-1.21,0.093,-2.531,-0.053,-1.112,-0.199,1.284,-1.127,2.613,0.391,-0.425,0.569,1.998,-0.4,-1.173,1.59,-1.155,-0.346,-1.333,0.215,-1.558,-1.337,-1.517,0.715,-0.505,-0.176,-0.32,0.613,-0.405,2.689,2.198,0.021,1
-0.099,-1.042,-0.879,-1.275,2.338,0.933,0.747,0.933,-0.011,1.233,1.425,-0.122,0.509,1.435,1.09,0.659,-1.788,-0.153,1.067,0.363,-0.156,-0.506,-0.411,-1.357,0.598,2.186,0.52,-0.13,-0.114,-0.591,-1.447,0.88,2.575,1.017,0.198,-0.296,0.222,1.471,0.206,0.478,0
0.503,-0.996,-0.346,-1.213,-0.059,0.659,-1.26,-0.351,1.914,2.081,0.557,-0.348,-0.418,0.36,-0.123,1.215,1.425,0.169,0.13,0.319,-1.001,-1.91,-0.085,0.496,-0.959,-0.162,-0.071,1.261,-0.003,-0.611,1.173,-0.341,-1.75,0.918,-0.46,1.803,0.889,-0.171,-0.514,-0.291,1
-0.782,2.144,0.399,-2.601,-0.385,-0.204,1.531,-0.319,0.375,-1.409,0.871,-1.315,2.316,0.739,-1.122,-2.893,0.919,-1.22,-2.0,0.755,1.537,-1.416,0.411,-0.433,-0.336,-0.145,-0.663,-0.52,0.886,-0.111,-0.281,-1.014,-2.838,-0.932,1.366,1.223,-1.162,1.085,-0.774,-0.645,1
0.5,-1.025,-1.006,-0.532,-0.649,-0.959,-0.318,-0.915,0.173,-0.807,-0.934,-1.148,2.216,-0.066,0.539,-0.694,0.743,-2.019,-1.41,-0.083,1.494,-1.963,0.911,-0.581,-0.57,-0.004,0.923,2.145,0.523,-1.022,-0.273,-1.427,1.026,-0.102,-1.057,-0.213,-0.59,0.506,1.434,0.35,0
0.265,0.069,-1.129,-0.38,0.89,-0.374,-2.078,-0.272,0.63,1.247,-0.383,0.658,0.694,-2.066,0.162,0.037,-0.068,-2.25,0.373,-1.336,1.349,-0.115,-0.557,-1.074,-0.26,0.594,0.111,0.741,-0.43,-1.33,0.546,1.336,0.259,-0.155,0.778,-1.109,0.411,-0.897,-0.142,-0.406,0
0.2,2.391,1.023,0.077,-0.941,-1.32,1.318,-0.937,0.595,1.139,0.278,-1.224,1.403,0.544,-0.187,-1.27,1.534,-0.988,1.756,1.299,0.181,0.8,0.328,0.96,0.982,1.433,-0.808,-0.704,1.739,-1.494,-1.145,0.656,0.288,-0.025,-0.208,0.154,-1.122,-0.865,-0.7,0.477,0
-0.199,0.518,-0.439,-0.28,0.431,-0.712,1.978,-0.643,0.98,-0.553,-0.791,-0.894,0.368,-0.755,-0.073,-0.503,0.721,-0.93,-0.088,1.168,0.053,0.46,-0.126,-0.826,-0.262,0.338,0.284,-0.648,-0.746,1.773,0.511,1.284,-1.355,1.153,0.327,1.329,-0.146,0.683,-0.424,-1.318,0
-0.812,1.395,1.587,1.699,0.61,-0.36,0.351,-0.356,-0.013,0.545,-0.282,-0.313,-1.56,0.549,-0.137,-0.742,1.18,-0.062,1.394,-0.357,0.272,-0.438,0.221,-0.397,-0.701,0.188,0.201,-0.202,-0.719,0.119,-0.861,-0.231,1.678,0.054,-1.614,-0.539,-1.48,-0.465,0.684,-0.819,1
2.208,-0.338,0.137,-0.199,-0.075,0.941,-0.708,0.649,-0.501,0.052,0.341,-0.184,1.107,1.19,-1.013,-0.274,-1.348,0.746,-0.046,-0.906,0.36,-0.741,0.444,0.352,-0.581,0.64,-0.853,-1.275,-0.95,0.339,0.967,1.094,0.593,-0.183,3.252,0.63,-1.132,-1.198,0.197,-0.778,1
1.129,-0.207,-0.178,0.082,-0.556,1.02,-0.635,-0.462,-1.714,0.049,-0.513,1.154,-0.041,-0.069,0.467,-0.408,1.089,1.062,-1.71,-2.046,-0.927,-1.734,-0.005,-0.384,1.442,-1.409,0.425,0.686,0.257,0.333,-1.599,1.587,-0.634,-0.325,0.878,-1.082,0.352,-0.182,-1.195,-1.074,0
0.318,-0.296,-0.507,-0.047,1.152,0.612,-1.709,-1.352,-1.381,-1.393,1.121,0.665,-0.709,0.859,0.312,0.964,-0.448,-1.234,0.673,-0.579,0.394,1.98,0.221,0.041,-0.17,1.102,-0.184,0.991,0.167,0.628,0.004,1.364,0.316,1.564,1.561,0.045,-0.649,-0.482,0.457,0.359,0
1.11,0.879,0.646,0.644,2.124,0.309,-2.565,-0.31,-2.244,0.282,2.353,0.292,-3.583,-0.29,0.643,1.296,-0.238,-0.729,-0.216,-0.685,1.582,-0.539,1.021,-0.975,1.237,0.616,1.246,-0.379,0.023,1.318,-0.213,0.899,0.487,-0.359,-0.774,1.858,-0.378,-1.047,1.694,-0.915,1
-0.443,1.693,0.635,-0.828,0.183,0.03,0.463,-0.513,-1.068,1.096,-1.655,-1.308,0.925,0.23,-2.15,1.478,-0.848,0.915,-0.488,2.019,-0.756,1.97,0.064,0.052,0.933,0.108,-0.094,1.275,-0.651,0.547,-0.704,0.576,0.847,-1.621,0.295,-2.711,-1.375,-0.885,-0.795,2.283,0
1.561,0.859,-0.225,-1.891,-0.839,-0.493,0.566,-0.362,-0.497,-0.053,0.938,-0.468,-0.183,-0.093,1.298,-0.078,0.985,-0.074,1.453,-1.147,0.636,0.474,0.144,1.289,-0.05,-2.13,1.465,0.607,0.286,0.204,0.192,-0.011,0.693,-0.434,0.468,-0.536,0.873,0.217,0.083,0.315,0
0.729,-1.386,-3.18,-0.511,-0.399,1.603,-0.382,-0.444,1.782,-0.538,0.715,0.83,-0.665,1.429,2.1,-0.604,1.613,-1.345,0.251,0.0,0.176,0.199,0.342,-1.034,1.096,0.231,1.031,-1.109,1.442,-0.572,-0.745,1.06,-0.596,0.022,0.082,-1.425,-0.639,-1.318,0.057,-0.316,1
